Symbol,Name,"Market Cap","P/E ttm","EPS ttm","Net Income(a)",Beta,Dividend(a),"Div Yield(a)","Latest Earnings"
OLLI,"Ollies Bargain CS",7636774000,35.49,3.51,199760000,0.42,0.00,0.00%,2025-12-09
OLN,"Olin Corp",2683769000,0,-0.03,108600000,1.68,0.8,3.42%,2025-10-27
ONB,"Old National Bncp",7778322000,10.28,1.93,539190000,0.85,0.56,2.82%,2025-10-22
ONTO,"Onto Innovation Inc",6567026000,23.89,5.61,201670000,1.61,0.00,0.00%,2025-10-30
OPCH,"Option Care Health Inc",4506932000,19.28,1.44,211820000,0.88,0.00,0.00%,2025-10-30
ORA,"Ormat Technologies",6599982000,47.26,2.3,123730000,0.69,0.48,0.44%,2025-11-03
ORI,"Old Republic International Corp",10309021000,10.75,3.86,852800000,0.76,3.135,7.56%,2025-10-23
OSK,"Oshkosh Truck Corp",8440320000,12.17,10.84,681400000,1.47,1.99,1.51%,2025-10-29
OVV,"Ovintiv Inc",9245621000,6.38,5.64,1125000000,0.97,1.2,3.34%,2025-11-04
OZK,"Bank Ozk",5226893000,7.41,6.16,716460000,0.88,1.74,3.79%,2025-10-16
PAG,"Penske Automotive Group",11199080000,12.05,14.07,918900000,0.88,4.99,2.94%,2025-10-29
PB,"Prosperity Bancshares",6001150000,11.49,5.5,479390000,0.73,2.32,3.67%,2025-10-29
PBF,"PBF Energy Inc",3324032000,0,-8.44,-533800000.,0.85,1.1,3.83%,2025-10-30
PCH,"Potlatch Corp",3305523000,80.7,0.53,21880000,1.1,1.8,4.21%,2025-11-03
PCTY,"Paylocity Holdings Corp",8291951000,32.61,4.61,227130000,0.53,0.00,0.00%,2025-11-04
PEGA,"Pegasystems Inc",9132304000,41.22,1.3,99190000,1.08,0.09,0.17%,2025-10-21
PEN,"Penumbra Inc",9710751000,70.94,3.51,14010000,0.41,0.00,0.00%,2025-11-05
PFGC,"Performance Food Group Company",15873979000,22.6,4.48,340200000,1.09,0.00,0.00%,2025-11-05
PII,"Polaris Inc",3740086000,57.84,1.15,110800000,1.08,2.67,4.01%,2025-10-28
PK,"Park Hotels & Resorts Inc",2161060000,5.46,0.12,212000000,1.83,1.4,12.95%,2025-10-30
PLNT,"Planet Fitness",7937370000,33.77,2.79,172040000,1.38,0.00,0.00%,2025-11-06
PNFP,"Pinnacle Finl Ptnrs",6749270000,10.78,7.66,475060000,1.02,0.94,1.08%,2025-10-15
POR,"Portland General Electric Company",4886465000,15.87,2.81,313000000,0.62,2.05,4.60%,2025-10-31
POST,"Post Holdings Inc",5748141000,15.79,6.7,366900000,0.49,0.00,0.00%,2025-11-13
POWI,"Power Integratn",2551246000,61.46,0.74,32230000,1.37,0.84,1.85%,2025-11-05
PPC,"Pilgrim's Pride",8874756000,6.24,5.99,1086440000,0.45,0.00,0.00%,2025-10-29
PR,"Permian Resources Corp",9837309000,8.78,1.4,984700000,1.32,0.6,4.88%,2025-11-05
PRGO,"Perrigo Company",2974545000,7.43,2.91,-171800000.,0.43,1.146,5.30%,2025-11-05
PRI,"Primerica Inc",8553812000,12.46,21.19,470520000,0.97,4.02,1.52%,2025-11-05
PSN,"Parsons Corp",8836134000,28.83,2.87,235050000,0.64,0.00,0.00%,2025-11-05
PSTG,"Pure Storage Inc",30185308000,218.69,0.42,106740000,1.22,0.00,0.00%,2025-12-02
PVH,"Phillips-Van Heusen Corp",3938140000,7.36,11.12,598500000,1.89,0.15,0.18%,2025-12-03
QLYS,"Qualys Inc",4569754000,26.05,4.86,173680000,0.62,0.00,0.00%,2025-11-04
R,"Ryder System",7439055000,14.39,12.67,489000000,1,3.34,1.83%,2025-10-23
RBA,"Rb Global Inc",18381802000,40.41,2.45,413100000,0.65,1.18,1.19%,2025-11-06
RBC,"RBC Bearings Inc",11768261000,38.92,9.58,246200000,1.71,0.00,0.00%,2025-10-31
REXR,"Rexford Industrial Realty Inc",10356766000,18.31,1.35,273800000,1.13,1.708,3.90%,2025-10-15
RGA,"Reinsurance Group of America Inc",12408489000,8.73,21.5,717000000,0.6,3.6,1.92%,2025-10-30
RGEN,"Repligen Corp",8584970000,93.62,1.63,-25510000.,1.08,0.00,0.00%,2025-10-28
RGLD,"Royal Gold Inc",12755415000,30.18,6.42,332020000,0.41,1.8,0.93%,2025-11-05
RH,"Rh Common Stock",3266691000,24.48,7.12,72410000,2.23,0.00,0.00%,2025-12-11
RLI,"Rli Corp",5475764000,21.11,2.83,345780000,0.6,2.615,4.39%,2025-10-20
RMBS,"Rambus Inc",10356999000,49.88,1.93,179820000,1.46,0.00,0.00%,2025-10-27
RNR,"Renaissancere Holdings Ltd",11811212000,8.63,29.09,1870360000,0.27,1.59,0.63%,2025-10-28
ROIV,"Roivant Sciences Ltd",11786544000,0,-1.18,-171980000.,1.2,0.00,0.00%,2025-11-11
RPM,"RPM International Inc",14384889000,21.01,5.34,688690000,1.03,2.04,1.82%,2025-10-01
RRC,"Range Resources Corp",8567731000,13.73,2.62,266340000,0.51,0.35,0.97%,2025-10-28
RRX,"Regal Rexnord Corp",9321565000,14.85,9.46,196200000,1.16,1.4,1.00%,2025-10-29
RS,"Reliance Inc",14289791000,19.32,14.06,875200000,0.87,4.7,1.73%,2025-10-22
RYAN,"Ryan Specialty Hldgs Inc",13944615000,27.69,1.91,94660000,0.63,0.47,0.89%,2025-10-30
RYN,"Rayonier Inc REIT",3840175000,57.93,0.43,359150000,0.99,2.903,11.65%,2025-11-05
SAIA,"Saia Inc",8167661000,28.31,10.83,362070000,2,0.00,0.00%,2025-10-30
SAIC,"Science Applications International",4487605000,9.09,10.73,362000000,0.44,1.48,1.52%,2025-12-04
SAM,"Boston Beer Company",2494807000,19.84,11.28,59700000,0.83,0.00,0.00%,2025-10-23
SATS,"Echostar Corp",20824884000,0,-1.05,-119550000.,0.96,0.00,0.00%,2025-11-11
SBRA,"Sabra REIT",4347429000,12.25,0.76,126710000,0.85,1.2,6.62%,2025-10-30
SCI,"Service Corp International",11540350000,22.3,3.69,518650000,0.89,1.26,1.53%,2025-10-29
SEIC,"Sei Investments Company",9987664000,15.16,5.33,581190000,0.96,0.98,1.21%,2025-10-22
SF,"Stifel Financial Corp",11259462000,18.58,5.93,731380000,1.13,1.8,1.63%,2025-10-22
SFM,"Sprouts Farmers Market",10923811000,23,4.86,380600000,0.77,0.00,0.00%,2025-10-29
SGI,"Somnigroup International Inc",17683064000,34.53,2.44,384300000,1.31,0.58,0.69%,2025-11-06
SHC,"Sotera Health Company",4590200000,25.65,0.63,44340000,1.82,0.00,0.00%,2025-11-04
SIGI,"Selective Ins Group",4937977000,13.33,6.09,207010000,0.39,1.52,1.87%,2025-10-22
SLAB,"Silicon Labs Inc",4466449000,0,-2.38,-191010000.,1.51,0.00,0.00%,2025-11-04
SLGN,"Silgan Holdings",4617818000,11.1,3.89,276380000,0.69,0.79,1.83%,2025-10-29
SLM,"SLM Corp",5355877000,12.91,1.99,608330000,1.11,0.52,2.02%,2025-10-23
SMG,"Scotts Miracle-Gro Company",3137537000,16.12,3.37,-34900000.,1.96,2.64,4.86%,2025-11-05
SNV,"Synovus Financial Corp",6288183000,8.25,5.26,482460000,1.21,1.55,3.42%,2025-10-15
SNX,"Synnex Corp",12477118000,12.92,11.86,689090000,1.43,1.76,1.15%,2025-09-25
SON,"Sonoco Products",3948199000,7.4,5.41,163950000,0.68,2.1,5.25%,2025-10-22
SR,"Spire Inc",5037784000,19.35,4.41,250900000,0.69,3.14,3.68%,2025-11-19
SSB,"Southstate Bank Corporation",9358796000,11.17,8.28,534780000,0.68,2.22,2.40%,2025-10-22
SSD,"Simpson Manufacturing Company",7254260000,22.23,7.84,322220000,1.28,1.14,0.65%,2025-10-27
ST,"Sensata Technologies Holding N.V.",4551219000,9.56,3.27,128480000,1.15,0.48,1.54%,2025-10-28
STAG,"Stag Industrial Inc",7128092000,15.58,1.27,189220000,0.92,1.488,3.90%,2025-10-29
STWD,"Starwood Property Trust",6810428000,10.72,1.73,359930000,1.29,1.92,10.35%,2025-11-05
SWX,"Southwest Gas Corp",5643153000,21.42,3.66,198820000,0.55,2.48,3.16%,2025-11-05
SYNA,"Synaptics Inc",2684659000,45.39,1.53,-47800000.,1.63,0.00,0.00%,2025-11-06
TCBI,"Texas Capital Bncsh",3609612000,14.09,5.6,77510000,0.67,0.00,0.00%,2025-10-22
TEX,"Terex Corp",3477455000,11.65,4.55,335000000,1.66,0.68,1.28%,2025-10-31
THC,"Tenet Healthcare Corp",17670198000,13.56,14.75,3200000000,1.52,0.00,0.00%,2025-10-28
THG,"The Hanover Insurance Group",6121321000,10.32,16.59,426000000,0.44,3.6,2.10%,2025-10-29
THO,"Thor Industries",5509095000,22.27,3.02,258560000,1.35,2,1.91%,2025-12-03
TKR,"Timken Company",5095778000,14.04,5.21,352700000,1.26,1.38,1.89%,2025-10-29
TLN,"Talen Energy Corporation",18568668000,131.96,5.77,998000000,1.88,0.00,0.00%,2025-11-05
TMHC,"Taylor Morrison Home Corp",6202742000,6.71,9.21,883310000,1.61,0.00,0.00%,2025-10-22
TNL,"Travel + Leisure Co.",3901691000,9.93,6.05,411000000,1.47,2.18,3.63%,2025-10-22
TOL,"Toll Brothers Inc",13080138000,9.97,13.61,1571200000,1.4,0.98,0.72%,2025-12-08
TREX,"Trex Company",5438909000,28.18,1.8,226390000,1.49,0.00,0.00%,2025-11-04
TRU,Transunion,15270372000,21.65,3.62,284300000,1.71,0.45,0.57%,2025-10-23
TTC,"Toro Company",7255488000,17.4,4.26,418900000,0.85,1.52,2.05%,2025-09-04
TTEK,"Tetra Tech Inc",8590049000,21.94,1.49,333380000,0.94,0.246,0.75%,2025-11-12
TWLO,Twilio,16363738000,77.28,1.38,-109400000.,1.25,0.00,0.00%,2025-10-30
TXNM,"Txnm Energy Inc",6005549000,26.26,2.17,242680000,0.06,1.61,2.83%,2025-11-07
TXRH,"Texas Roadhouse Inc",11793721000,27.1,6.55,433590000,0.82,2.65,1.49%,2025-11-06
UA,"Under Armour Inc Cl C",1976860000,14.41,0.32,-201270000.,1.67,0.00,0.00%,2025-11-06
UAA,"Under Armour",2049760000,14.94,0.32,-201270000.,1.76,0.00,0.00%,2025-11-06
UBSI,"United Bkshs Inc",4990224000,12.45,2.83,373000000,0.76,1.48,4.20%,2025-10-23
UFPI,"Universal Forest Prd",5309594000,15.52,5.84,414560000,1.45,1.38,1.52%,2025-10-29
UGI,"Ugi Corp",6965687000,9.5,3.41,269000000,1.06,1.5,4.63%,2025-11-20
UMBF,"UMB Financial Corp",8264763000,10.59,10.28,441240000,0.73,1.6,1.47%,2025-10-28
UNM,"Unumprovident Corp",12851819000,9.12,8.27,1779100000,0.36,1.72,2.28%,2025-11-03
USFD,"US Foods Holding",17140092000,23.28,3.27,494000000,1.36,0.00,0.00%,2025-11-06
UTHR,"United Therapeutic",19546664000,16.91,25.62,1195100000,0.66,0.00,0.00%,2025-10-29
VAC,"Marriot Vacations Worldwide Cor",2314249000,9.19,7.28,218000000,1.46,3.16,4.72%,2025-11-05
VAL,"Valaris Ltd",3441724000,12.59,3.84,373400000,1.15,0.00,0.00%,2025-10-30
VC,"Visteon Corp",3103462000,9.9,11.49,274000000,1.22,0.275,0.24%,2025-10-23
VFC,"V.F. Corp",5578011000,16.8,0.85,-189720000.,1.76,0.36,2.52%,2025-10-28
VLY,"Valley National Bancorp",5485266000,13.61,0.72,380270000,1.12,0.44,4.49%,2025-10-23
VMI,"Valmont Industries",7991127000,23.61,17.15,348260000,1.15,2.64,0.65%,2025-10-21
VNO,"Vornado Realty Trust",7531848000,16.91,4.04,70390000,1.59,0.74,1.89%,2025-11-03
VNOM,"Viper Energy Inc",10488464000,19.54,1.86,359250000,0.92,2.05,5.64%,2025-11-03
VNT,"Vontier Corp",6236217000,13.76,3.09,422200000,1.3,0.1,0.24%,2025-10-30
VOYA,"VOYA Financial Inc",7059726000,8.96,8.17,667000000,0.98,1.8,2.46%,2025-11-04
VVV,"Valvoline Inc",4429957000,21.92,1.59,211500000,1.18,0.00,0.00%,2025-11-18
WAL,"Western Alliance Bancorp",7999546000,9.52,7.61,787700000,1.35,1.52,2.10%,2025-10-21
WBS,"Webster Financial Corp",9019077000,9.37,5.59,768710000,1.05,1.6,2.95%,2025-10-17
WCC,"Wesco International",10403174000,17.32,12.34,717600000,1.79,1.774,0.83%,2025-10-30
WEX,"Wex Inc",5157073000,11.26,13.37,309600000,1.26,0.00,0.00%,2025-10-29
WFRD,"Weatherford International Plc",4474602000,9.64,6.46,506000000,0.79,1,1.61%,2025-10-21
WH,"Wyndham Hotels & Resorts Inc",5974858000,16.94,4.62,289000000,0.92,1.61,2.06%,2025-10-22
WHR,"Whirlpool Corp",4066848000,6.59,11.04,-323000000.,1.17,6.15,8.45%,2025-10-27
WING,"Wingstop Inc",7177583000,68.54,3.75,108720000,1.78,1.11,0.43%,2025-11-04
WLK,"Westlake Corp",9650512000,70.33,1.07,602000000,0.93,2.105,2.80%,2025-10-30
WMG,"Warner Music Group Corp Cl A",17199204000,57.89,0.57,435000000,1.32,0.73,2.21%,2025-11-20
WMS,"Advanced Drainage Systems Inc",10956174000,24.42,5.77,450170000,1.32,0.68,0.48%,2025-11-06
WPC,"W.P. Carey & Company Llc",14992124000,14.14,1.52,460840000,0.81,3.58,5.23%,2025-10-28
WSO,"Watsco Inc",15034828000,28.44,13.04,536290000,0.94,11.7,3.16%,2025-10-29
WTFC,"Wintrust Financial Corp",8217689000,11.61,10.57,695050000,0.83,1.95,1.59%,2025-10-20
WTRG,"Essential Utilities Inc",11569346000,17.7,2.33,595310000,0.82,1.319,3.20%,2025-11-03
WTS,"Watts Water Technologies",9197234000,28.9,9.54,291200000,1.13,1.9,0.69%,2025-11-05
WU,"Western Union Company",2677397000,4.91,1.69,934200000,0.61,0.94,11.34%,2025-10-23
WWD,"Woodward Inc",14842181000,39.86,6.21,372970000,1.26,1.09,0.44%,2025-11-24
XPO,"Xpo Inc",15300816000,35.21,3.69,387000000,1.95,0.00,0.00%,2025-10-30
XRAY,"Dentsply Sirona Inc",2495545000,7.32,1.71,-910000000.,0.96,0.64,5.12%,2025-11-06
YETI,"Yeti Holdings Inc",2740498000,15.06,2.24,175690000,1.83,0.00,0.00%,2025-11-06
ZION,"Zions Bancorp",7332484000,8.98,5.53,784000000,0.93,1.74,3.50%,2025-10-20
"Downloaded from Barchart.com as of 10-19-2025 05:29pm CDT"
